346174.321549,4069629.41817
346174.163742,4069629.44839
346174.01129,4069629.46186
346173.856078,4069629.46262
346173.705607,4069629.46219
346173.55344,4069629.45845
346173.419557,4069629.437
346173.291083,4069629.41841
346173.173325,4069629.39982
346173.048537,4069629.37931
346172.94478,4069629.35307
346172.841915,4069629.32681
346172.749977,4069629.30405
346172.660287,4069629.27385
346172.563701,4069629.25746
346172.462446,4069629.22969
346172.353965,4069629.21389
346172.245604,4069629.17995
346172.128785,4069629.13914
346171.992353,4069629.09185
346171.839104,4069629.02802
346171.683169,4069628.95554
346171.514708,4069628.88996
346171.340087,4069628.82115
346171.163033,4069628.75775
346171.002904,4069628.67555
346170.842783,4069628.59372
346170.707065,4069628.49517
346170.5844,4069628.39417
346170.466139,4069628.29808
346170.354001,4069628.20318
346170.246274,4069628.10524
346170.133422,4069628.01201
346170.02962,4069627.92547
346169.919719,4069627.83903
346169.813865,4069627.76252
346169.697671,4069627.67379
346169.583011,4069627.5793
346169.458292,4069627.49646
346169.328898,4069627.39373
346169.196465,4069627.30401
346169.058551,4069627.19921
346168.928773,4069627.09168
346168.793635,4069627.00052
346168.665346,4069626.90128
346168.547367,4069626.81259
346168.433905,4069626.72677
346168.318772,4069626.63914
346168.208055,4069626.55697
346168.107392,4069626.47944
346168.004038,4069626.40953
346167.918184,4069626.33617
346167.822388,4069626.26446
346167.736736,4069626.19405
346167.642898,4069626.1236
346167.553377,4069626.04494
346167.462339,4069625.97296
346167.375816,4069625.89554
346167.28944,4069625.82626
346167.202882,4069625.75512
346167.123241,4069625.68794
346167.046254,4069625.61941
346166.974122,4069625.55597
346166.903643,4069625.49342
346166.833882,4069625.43771
346166.765366,4069625.36847
346166.70186,4069625.30469
346166.629455,4069625.23441
346166.557091,4069625.16636
346166.489279,4069625.09489
346166.414752,4069625.02243
346166.343729,4069624.9462
346166.267922,4069624.8771
346166.18842,4069624.80935
346166.11394,4069624.73948
346166.043839,4069624.66491
346165.972358,4069624.59628
346165.894955,4069624.52942
346165.819815,4069624.44772
346165.743869,4069624.37085
346165.659458,4069624.28673
346165.5726,4069624.19896
346165.484115,4069624.10345
346165.394128,4069624.00722
346165.302957,4069623.90306
346165.212506,4069623.7976
346165.120178,4069623.69531
346165.033658,4069623.58496
346164.963067,4069623.47488
346164.887005,4069623.36675
346164.829906,4069623.25384
346164.767882,4069623.14842
346164.7103,4069623.03348
346164.666409,4069622.91849
346164.612451,4069622.80644
346164.560771,4069622.68863
346164.516113,4069622.57235
346164.469334,4069622.44575
346164.425015,4069622.31522
346164.386018,4069622.18275
346164.351894,4069622.04815
346164.317802,4069621.89876
346164.278494,4069621.76556
346164.254208,4069621.61525
346164.221593,4069621.46527
346164.205117,4069621.31889
346164.185242,4069621.18219
346164.176743,4069621.03252
346164.165618,4069620.90232
346164.163376,4069620.76956
346164.166092,4069620.63115
346164.168143,4069620.50534
346164.187075,4069620.35832
346164.196513,4069620.22128
346164.219953,4069620.08491
346164.230687,4069619.94543
346164.24932,4069619.80656
346164.256211,4069619.66031
346164.278721,4069619.5136
346164.295498,4069619.37087
346164.328967,4069619.24598
346164.361708,4069619.11369
346164.393627,4069618.99363
346164.43228,4069618.86734
346164.47333,4069618.74194
346164.509864,4069618.61365
346164.566417,4069618.48963
346164.617626,4069618.35812
346164.66838,4069618.23439
346164.723574,4069618.10929
346164.785283,4069617.97408
346164.852164,4069617.84506
346164.926321,4069617.70685
346164.995791,4069617.58112
346165.078519,4069617.45607
346165.150604,4069617.3351
346165.23212,4069617.21711
346165.30567,4069617.09481
346165.376244,4069616.98904
346165.454478,4069616.88719
346165.531129,4069616.78834
346165.605622,4069616.69359
346165.68946,4069616.61365
346165.764593,4069616.51316
346165.851792,4069616.42151
346165.92899,4069616.32819
346166.007611,4069616.22301
346166.085505,4069616.12709
346166.162397,4069616.02509
346166.241958,4069615.92248
346166.328338,4069615.81845
346166.4183,4069615.72324
346166.50734,4069615.62638
346166.60169,4069615.53516
346166.679413,4069615.43794
346166.770805,4069615.33124
346166.855977,4069615.23445
346166.947958,4069615.12736
346167.046594,4069615.01794
346167.132521,4069614.91355
346167.234502,4069614.79148
346167.326688,4069614.68754
346167.431538,4069614.56783
346167.528249,4069614.45067
346167.631913,4069614.33116
346167.733255,4069614.21503
346167.832231,4069614.09968
346167.935385,4069613.97667
346168.03369,4069613.8654
346168.136616,4069613.74628
346168.228342,4069613.63328
346168.326366,4069613.52294
346168.426591,4069613.40257
346168.519746,4069613.29454
346168.615998,4069613.18497
346168.708441,4069613.07048
346168.800435,4069612.96413
346168.891351,4069612.85577
346168.97678,4069612.75675
346169.069706,4069612.64429
346169.162468,4069612.53922
346169.254859,4069612.43009
346169.36005,4069612.31278
346169.460486,4069612.1876
346169.572364,4069612.06147
346169.681158,4069611.93762
346169.782114,4069611.8165
346169.876177,4069611.70105
346169.974311,4069611.59682
346170.067031,4069611.48121
346170.153805,4069611.37421
346170.246458,4069611.27137
346170.322679,4069611.17345
346170.417291,4069611.08018
346170.495738,4069610.99017
346170.582989,4069610.89316
346170.666088,4069610.82175
346170.750566,4069610.73607
346170.841656,4069610.66211
346170.918628,4069610.58932
346171.014097,4069610.51066
346171.094211,4069610.44707
346171.178592,4069610.37249
346171.266955,4069610.31245
346171.350382,4069610.25102
346171.428959,4069610.18468
346171.516618,4069610.12687
346171.595926,4069610.0681
346171.688162,4069610.0165
346171.774062,4069609.95188
346171.878983,4069609.89395
346171.988908,4069609.82464
346172.108723,4069609.76736
346172.23535,4069609.71644
346172.355137,4069609.66582
346172.477956,4069609.61829
346172.595306,4069609.5729
346172.714833,4069609.53264
346172.818478,4069609.50303
346172.929532,4069609.47162
346173.022878,4069609.44035
346173.123391,4069609.42688
346173.211782,4069609.40143
346173.313118,4069609.38407
346173.401001,4069609.37176
346173.50567,4069609.35767
346173.596189,4069609.35123
346173.710528,4069609.33696
346173.80861,4069609.33723
346173.915581,4069609.3353
346174.021218,4069609.34191
346174.119852,4069609.34809
346174.231447,4069609.36328
346174.329863,4069609.36558
346174.423449,4069609.38072
346174.501752,4069609.39837
346174.583875,4069609.40503
346174.659173,4069609.42938
346174.73156,4069609.44084
346174.793933,4069609.45821
346174.869879,4069609.47719
346174.934564,4069609.49896
346175.011138,4069609.51978
346175.091155,4069609.55829
346175.175916,4069609.58747
346175.269265,4069609.63074
346175.383603,4069609.6825
346175.508259,4069609.73704
346175.640285,4069609.78756
346175.767826,4069609.85352
346175.87876,4069609.92292
346175.973066,4069610.00279
346176.075337,4069610.06217
346176.157742,4069610.1258
346176.236635,4069610.18449
346176.307957,4069610.24424
346176.377519,4069610.29719
346176.442357,4069610.35225
346176.501079,4069610.39003
346176.566346,4069610.43584
346176.615814,4069610.47213
346176.67791,4069610.5154
346176.728036,4069610.55519
346176.794926,4069610.60023
346176.86004,4069610.64585
346176.947396,4069610.69514
346177.03026,4069610.7595
346177.1356,4069610.824
346177.243152,4069610.89568
346177.344343,4069610.98597
346177.455079,4069611.0526
346177.549897,4069611.13616
346177.644421,4069611.21159
346177.730991,4069611.27514
346177.811036,4069611.34824
346177.902174,4069611.40098
346177.969102,4069611.45637
346178.034883,4069611.52252
346178.113252,4069611.56864
346178.176817,4069611.6191
346178.253897,4069611.67635
346178.324505,4069611.73778
346178.415675,4069611.80051
346178.511118,4069611.86094
346178.603847,4069611.94417
346178.708852,4069612.0231
346178.819936,4069612.10082
346178.925093,4069612.18827
346179.032486,4069612.27586
346179.139287,4069612.33886
346179.226922,4069612.42847
346179.313443,4069612.49757
346179.405112,4069612.56324
346179.482284,4069612.63381
346179.568791,4069612.69384
346179.638809,4069612.77212
346179.71643,4069612.83453
346179.786972,4069612.90059
346179.843896,4069612.96245
346179.918887,4069613.01937
346179.970159,4069613.07319
346180.040955,4069613.12852
346180.088927,4069613.1726
346180.151952,4069613.22621
346180.204123,4069613.27207
346180.26615,4069613.31979
346180.313606,4069613.36832
346180.367308,4069613.41655
346180.419951,4069613.46388
346180.480153,4069613.50941
346180.530237,4069613.55511
346180.582914,4069613.60429
346180.639981,4069613.64932
346180.693319,4069613.69386
346180.747187,4069613.75134
346180.802108,4069613.79289
346180.857705,4069613.8472
346180.904472,4069613.88224
346180.959253,4069613.94081
346181.013856,4069613.98126
346181.0713,4069614.03072
346181.112759,4069614.07677
346181.169413,4069614.12366
346181.213447,4069614.16393
346181.256927,4069614.19829
346181.304657,4069614.23719
346181.342678,4069614.26592
346181.379953,4069614.3028
346181.424962,4069614.33935
346181.46726,4069614.38242
346181.51188,4069614.41399
346181.550137,4069614.44752
346181.597741,4069614.48772
346181.642932,4069614.52612
346181.69407,4069614.56423
346181.743473,4069614.60514
346181.784864,4069614.63917
346181.822211,4069614.67179
346181.859069,4069614.70202
346181.881553,4069614.71918
346181.892313,4069614.7299
346181.887965,4069614.72813
346181.886136,4069614.72576
346181.893162,4069614.72748
346181.889836,4069614.72458
346181.890282,4069614.72458
346181.892197,4069614.73176
346181.888871,4069614.72886
346181.894356,4069614.72765

